股票代码,股票名称,新闻标题,新闻内容,发布时间
000821,ST京机,ST京机：2025年净利润1.98亿元 拟10派0.33元,中证智能财讯 ST京机（000821）4月25日披露2025年年度报告。,2026-04-24 21:49:48
000821,ST京机,ST京机：一季度净利润2380.47万元，同比减少75.05%,南财智讯4月24日电，ST京机公告，公司2026年第一季度实现营业收入9.35亿元，同比下降47.04%；归属于上市公司股东的净利润2380.47万元，同比减少75.05%；基本每股收益0.04元。,2026-04-24 16:42:00
000821,ST京机,ST京机：2025年净利润19763.48万元，同比减少53.91%,南财智讯4月24日电，ST京机公告，公司2025年实现营业收入70.98亿元，同比下降18.63%；归属于上市公司股东的净利润19763.48万元，同比减少53.91%；基本每股收益0.32元，同比下降53.62%；经营活动产生的现金流量净额2.09亿元，同比由负转正。,2026-04-24 16:42:00
000821,ST京机,ST京机：一季度归母净利润2380.47万元 同比下降75.05%,ST京机4月24日公告，2026年第一季度实现营业收入9.35亿元，同比下降47.04%；归属于上市公司股东的净利润2380.47万元，同比下降75.05%；基本每股收益0.04元。,2026-04-24 16:31:06
002691,*ST冀凯,*ST冀凯录得4天3板,*ST冀凯再度涨停，4个交易日内录得3个涨停，累计涨幅为16.90%，累计换手率为15.32%。截至10:33，该股今日成交量831.30万股，成交金额4762.83万元，换手率2.47%。最新A股总市值达19.99亿元，A股流通市值19.76亿元。,2026-05-13 11:05:00
002691,*ST冀凯,*ST冀凯最新股东户数环比下降16.17% 筹码趋向集中,*ST冀凯5月12日披露，截至5月10日公司股东户数为14308户，较上期（4月30日）减少2759户，环比降幅为16.17%。这已是该公司股东户数连续第2期下降。,2026-05-12 16:55:00
002691,*ST冀凯,【调研快报】*ST冀凯接待通过全景网参与公司2025年度网上业绩说明会的投资者调研,"*ST冀凯5月8日公告称，5月8日接待通过全景网参与公司2025年度网上业绩说明会的投资者调研。接待人员包括董事长 冯帆,独立董事 徐超智,财务负责人 乔贵彩,董事会秘书 田季英。",2026-05-08 21:05:13
002691,*ST冀凯,*ST冀凯(002691)龙虎榜数据(05-06),交易所2026年5月6日公布的交易公开信息显示，*ST冀凯因成为连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券上榜。*ST冀凯当日收报5.19元，涨跌幅-4.95%，换手率9.61%，成交额1.71亿。,2026-05-06 16:27:04
002691,*ST冀凯,*ST冀凯：连续2个交易日收盘价跌幅偏离值累超12%,南财智讯5月6日电，*ST冀凯发布股票交易异常波动公告，公司股票于2026年4月30日、2026年5月6日连续两个交易日内收盘价格跌幅偏离值累计超过12%，根据《深圳证券交易所交易规则》的有关规定，属于股票交易异常波动情形。,2026-05-06 19:58:00
002691,*ST冀凯,*ST冀凯：2026年一季度实现营业总收入3534.01万元,中证智能财讯 *ST冀凯（002691）4月29日披露2026年第一季度报告。,2026-05-01 13:11:12
002691,*ST冀凯,午间涨跌停股分析：71只涨停股、21只跌停股，氟化工概念活跃，多氟多、金石资源等涨停,ST洲际连续10日跌停，*ST瑞茂、ST金顶等连续9日跌停，ST海龙、ST海王等连续8日跌停，*ST清越、*ST元道连续4日跌停，ST龙大、ST龙元等连续2日跌停，*ST冀凯、ST三木等跌停。,2026-05-15 11:47:26
002691,*ST冀凯,今日涨跌停股分析：72只涨停股、44只跌停股，电机板块活跃，科力尔、方正电机涨停,ST洲际连续10日跌停，*ST三房、*ST瑞茂等连续9日跌停，ST海龙、ST海王等连续8日跌停，*ST清越、*ST元道连续4日跌停，*ST东珠、ST西王等连续2日跌停，中国巨石、*ST冀凯等跌停。,2026-05-15 15:10:49
002691,*ST冀凯,今日275只个股突破五日均线,10.56 11.09 5.02 002470 金正大 5.90 11.48 2.91 3.05 4.88 600031 三一重工 6.72 1.55 20.94 21.91 4.65 301560 众捷汽车 5.49 8.22 42.27 44.21 4.58 002691 *ST,2026-05-11 10:39:00
002691,*ST冀凯,384家公司公布最新股东户数,其次是*ST冀凯，截至5月10日最新股东户数为14308户，较4月30日下降16.17%，筹码集中以来该股累计上涨7.69%，累计换手率为32.26%，其间主力资金净流入3323.03万元。,2026-05-13 16:52:00
600180,*ST瑞茂,*ST瑞茂(600180)龙虎榜数据(05-15),交易所2026年5月15日公布的交易公开信息显示，*ST瑞茂因成为ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券上榜。*ST瑞茂当日收报1.93元，涨跌幅-4.93%，换手率0.02%，成交额43.71万。,2026-05-15 16:56:27
600180,*ST瑞茂,*ST瑞茂：连续3个交易日收盘价跌幅偏离值累超12%,南财智讯5月15日电，*ST瑞茂发布股票交易异常波动公告，公司股票于2026年5月13日、5月14日、5月15日连续3个交易日内日收盘价格跌幅偏离值累计超过12%，属于股票交易异常波动情形。,2026-05-15 18:08:00
600180,*ST瑞茂,*ST瑞茂(600180)龙虎榜数据(05-12),交易所2026年5月12日公布的交易公开信息显示，*ST瑞茂因成为ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券上榜。*ST瑞茂当日收报2.25元，涨跌幅-5.06%，换手率0.10%，成交额239.22万。,2026-05-12 16:57:31
600180,*ST瑞茂,*ST瑞茂：连续3个交易日收盘价跌幅偏离值累超12%,南财智讯5月12日电，*ST瑞茂发布股票交易异常波动公告，公司股票于2026年5月8日、5月11日、5月12日连续3个交易日内收盘价格跌幅偏离值累计超过12%。,2026-05-12 17:55:00
600180,*ST瑞茂,*ST瑞茂控股股东方股份遭大额轮候冻结 公司近一年涉诉金额占净资产超189%,盘面上，自4月30日以来，*ST瑞茂股价连续6个交易日跌停，截至5月12日，最新股价为2.25元/股，总市值24.45亿元。,2026-05-12 16:10:00
600180,*ST瑞茂,*ST瑞茂(600180)龙虎榜数据(05-07),交易所2026年5月7日公布的交易公开信息显示，*ST瑞茂因成为ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券上榜。*ST瑞茂当日收报2.62元，涨跌幅-5.07%，换手率0.02%，成交额47.53万。,2026-05-07 16:57:49
600180,*ST瑞茂,*ST瑞茂：连续3个交易日收盘价跌幅偏离值累超12%,南财智讯5月7日电，*ST瑞茂发布股票交易异常波动公告，公司股票于2026年4月30日、5月6日、5月7日连续3个交易日内收盘价格跌幅偏离值累计超过12%。,2026-05-07 21:14:00
600180,*ST瑞茂,开盘播报：创业板指开盘大涨1.23%,昨日收盘股价跌停个股中，今日开盘继续跌停的有*ST元道、*ST瑞茂等10只。（数据宝）,2026-05-14 10:10:00
600180,*ST瑞茂,午间涨跌停股分析：71只涨停股、21只跌停股，氟化工概念活跃，多氟多、金石资源等涨停,ST洲际连续10日跌停，*ST瑞茂、ST金顶等连续9日跌停，ST海龙、ST海王等连续8日跌停，*ST清越、*ST元道连续4日跌停，ST龙大、ST龙元等连续2日跌停，*ST冀凯、ST三木等跌停。,2026-05-15 11:47:26
600180,*ST瑞茂,今日涨跌停股分析：72只涨停股、44只跌停股，电机板块活跃，科力尔、方正电机涨停,ST洲际连续10日跌停，*ST三房、*ST瑞茂等连续9日跌停，ST海龙、ST海王等连续8日跌停，*ST清越、*ST元道连续4日跌停，*ST东珠、ST西王等连续2日跌停，中国巨石、*ST冀凯等跌停。,2026-05-15 15:10:49
002512,ST达华,ST达华：2026年一季度盈利3643.11万元 同比扭亏,中证智能财讯 ST达华（002512）4月29日披露2026年第一季度报告。,2026-05-01 13:09:24
002512,ST达华,ST达华：2025年实现营业总收入18.49亿元,中证智能财讯 ST达华（002512）4月29日披露2025年年度报告。,2026-04-29 13:34:52
002512,ST达华,ST达华：2025年净亏损2.02亿元,南财智讯4月28日电，ST达华公告，公司2025年实现营业收入18.49亿元，同比下降4.33%；归属于上市公司股东的净利润为-2.02亿元，同比减少935.17%；归属于上市公司股东的扣除非经常性损益的净利润为-2.23亿元；基本每股收益为-0.18元。,2026-04-28 22:25:00
002512,ST达华,ST达华(002512.SZ)：2026年一季报净利润为3643.11万元,2026年4月29日，ST达华(002512.SZ)发布2026年一季报。 　　公司营业总收入为4.79亿元。归母净利润为3643.11万元。经营活动现金净流入为3522.06万元。,2026-04-29 13:11:52
002512,ST达华,ST达华：一季度净利润3643.11万元，同比增长194.24%,南财智讯4月28日电，ST达华公告，公司2026年第一季度实现营业收入4.79亿元，同比增长53.47%；归属于上市公司股东的净利润3643.11万元，同比增长194.24%；经营活动产生的现金流量净额3522.06万元，同比由负转正，增长161.93%。,2026-04-28 22:37:00
002512,ST达华,ST达华2025年营收18.49亿元同比下降4.33%，归母净亏损2.02亿元，主业萎缩叠加股东破产与监管处罚双压,蓝鲸新闻4月29日讯，4月28日，ST达华发布2025年业绩报告。数据显示，公司2025年营业收入为18.49亿元，同比下降4.33%；归母净利润为-2.02亿元，同比下降935.17%；扣非净利润为-2.23亿元，同比下降194.10%。,2026-04-29 15:49:59
002512,ST达华,ST达华：收到福建证监局《行政处罚决定书》,公司股票已于3月3日起被实施其他风险警示，简称变更为“ST达华”。公司已完成相关会计差错更正及追溯调整，将在满足条件后申请撤销风险警示。,2026-04-24 18:28:04
002512,ST达华,ST达华涨停走出2连板,ST达华涨停走出2连板，2天累计涨幅达10.22%。,2026-04-21 14:51:50
002512,ST达华,ST达华涨停走出2连板,每经AI快讯，4月21日，ST达华涨停走出2连板，2天累计涨幅达10.22%。,2026-04-21 14:51:25
002512,ST达华,涉及重大合同未披露、虚增利润等多项违规，ST达华及五名时任高管合计被罚1780万元,2025年前三季度，ST达华实现收入13.30亿元，归母净利润-1.03亿元。,2026-04-24 21:30:00
688195,腾景科技,【调研快报】腾景科技接待Veritas Asset Management等32家机构调研,"腾景科技5月15日公告称，4月2日至5月12日接待Veritas Asset Management等32家机构调研。接待人员包括董事长、总经理 余洪瑞,副总经理、董事会秘书、财务负责人 刘艺,IR经理 郭越。",2026-05-15 21:17:46
688195,腾景科技,腾景科技：公司已构建微纳光学元件加工技术，产品矩阵中包含硅透镜，目前处于验证阶段,腾景科技（688195.SH）5月15日在投资者互动平台表示，公司已构建微纳光学元件加工技术，产品矩阵中包含硅透镜，目前处于验证阶段。,2026-05-15 18:25:13
688195,腾景科技,腾景科技践行可持续发展 彰显企业担当,本报讯 （记者李婷）4月25日，腾景科技股份有限公司（以下简称“腾景科技”）披露的2025年度可持续发展报告显示，2025年，是腾景科技继续稳健发展、可持续经营迈出新步伐的一年。,2026-04-27 12:12:00
688195,腾景科技,腾景科技：2026年一季度经营性现金流净额为-518.81万元,2026年一季度，腾景科技经营活动产生的现金流量净额为-518.81万元，上年同期为2914.15万元。腾景科技表示，主要系报告期内公司业务规模持续扩大、下游订单需求旺盛，公司相应增加战略性备货及原材料采购，同时部分客户回款尚在信用期内所致。,2026-04-26 15:59:00
688195,腾景科技,腾景科技拟10转增4派1.64元（含税）,4月24日腾景科技发布2025年度分配预案，拟10转增4派1.64元（含税）。,2026-04-24 22:22:00
688195,腾景科技,腾景科技成交额创上市以来新高,数据宝统计，截至11:12，腾景科技成交额44.50亿元，创上市以来新高。最新股价下跌11.74%，换手率9.01%。上一交易日该股全天成交额为33.89亿元。 　　据天眼查APP显示，腾景科技股份有限公司成立于2013年10月12日，注册资本12935万人民币。,2026-04-23 11:33:00
688195,腾景科技,腾景科技拟每10股派息1.64元 并转增4股,4月24日，腾景科技（688195）发布公告，公司拟向全体股东每10股派发现金红利1.64元（含税），合计拟派发现金红利2121万元，占归母净利润的30.04%，同时以资本公积金向全体股东每10股转增4股。,2026-04-24 17:31:00
688195,腾景科技,腾景科技：2026年一季度净利润1443.38万元 同比增长10.74%,中证智能财讯腾景科技（688195）4月25日披露2026年第一季度报告。,2026-04-25 09:03:41
688195,腾景科技,腾景科技：2025年度利润分配及公积金转增股本方案公告,证券日报网讯 4月24日，腾景科技发布公告称，公司2025年度利润分配及公积金转增股本方案为：每10股派发现金红利1.64元（含税），同时以资本公积金向全体股东每10股转增4股，不送红股。该方案尚需提交2025年年度股东会审议。,2026-04-24 20:25:00
688195,腾景科技,腾景科技(688195.SH)：2026年一季报净利润为1443.38万元,2026年4月25日，腾景科技(688195.SH)发布2026年一季报。 　　公司营业总收入为1.71亿元。归母净利润为1443.38万元。经营活动现金净流入为-518.81万元，较去年同报告期经营活动现金净流入减少3432.97万元，同比较去年同期下降117.80%。,2026-04-25 11:13:09
002046,国机精工,国机精工：公司在航天领域具有很强的竞争力,证券日报网5月14日讯 ，国机精工在接受调研者提问时表示，公司在航天领域具有很强的竞争力，且因航天轴承应用工况特殊、技术壁垒和市场门槛高，对可靠性要求高，短期内竞争相对有序，但长期来看不排除竞争加剧的情形。,2026-05-14 21:48:00
002046,国机精工,国机精工：目前没有陶瓷基板产品,证券日报网讯 5月13日，国机精工在互动平台回答投资者提问时表示，公司陶瓷制品主要为陶瓷吸盘、陶瓷载盘、真空卡盘、静电卡盘等产品，应用于半导体制程环节，目前没有陶瓷基板产品。,2026-05-13 21:35:00
002046,国机精工,【调研快报】国机精工接待东方财富证券等5家机构调研,"国机精工5月14日公告称，5月13日接待东方财富证券等5家机构调研。接待人员包括董事会秘书 赵祥功,投资者关系助理 汪智婷。",2026-05-14 15:23:45
002046,国机精工,国机精工：金刚石散热片和金刚石光学窗口片已有小批量订单,证券日报网5月14日讯 ，国机精工在接受调研者提问时表示，目前，金刚石散热片和金刚石光学窗口片已有小批量订单，主要供应国防工业领域，2025年实现收入超1000万元。公司金刚石散热产品矩阵覆盖金刚石单晶、金刚石多晶和金刚石铜复合材料。,2026-05-14 21:48:00
002046,国机精工,国机精工：截至2026年5月10日公司股东人数为44900户,证券日报网讯 5月13日，国机精工在互动平台回答投资者提问时表示，截至2026年5月10日公司股东人数为44900户。,2026-05-13 19:07:00
002046,国机精工,【调研快报】国机精工接待中泰证券调研,"国机精工5月11日公告称，5月11日接待中泰证券调研。接待人员包括董事会秘书 赵祥功,投资者关系助理 汪智婷。",2026-05-11 15:18:18
002046,国机精工,国机精工：公司目前MPCVD产能对应产值大约在1.5亿元,证券日报网5月11日讯 ，国机精工在接受调研者提问时表示，以目前产品价格衡量，公司目前MPCVD产能对应产值大约在1.5亿元，至明年，产能对应产值大约在2亿元左右，可满足一定时段内的市场需求。公司也会根据市场情况，适时扩大产能。,2026-05-11 19:25:00
002046,国机精工,国机精工：2025年超硬磨具业务收入6.7亿元左右,证券日报网5月11日讯 ，国机精工在接受调研者提问时表示，2025年超硬磨具业务收入6.7亿元左右，下游应用分半导体领域和非半导体（汽车、制冷、LED、工模具等）领域。其中用于半导体领域的产品近几年增长较为显著。,2026-05-11 19:24:00
002046,国机精工,国机精工：公司对供应链管理业务进行主动战略性收缩,证券日报网5月11日讯 ，国机精工在接受调研者提问时表示，公司秉持聚焦主责主业的发展原则，对供应链管理业务进行主动战略性收缩，该业务后续不再作为公司的发展方向。,2026-05-11 19:24:00
002046,国机精工,国机精工：半导体业务近几年保持较快增长势头,证券日报网5月11日讯 ，国机精工在接受调研者提问时表示，半导体业务近几年保持较快增长势头，主要驱动因素为中国半导体行业景气度较高和公司产品渗透率提升。产品端已覆盖倒边轮、减薄砂轮、划片刀、封装刀及陶瓷载盘、陶瓷吸盘、真空卡盘、静电卡盘等精密陶瓷制品。,2026-05-11 19:24:00
301027,华蓝集团,【调研快报】华蓝集团接待线上参加华蓝集团2025年度网上业绩说明会的全体投资者调研,"华蓝集团5月15日公告称，5月15日接待线上参加华蓝集团2025年度网上业绩说明会的全体投资者调研。接待人员包括董事长 林伟,董事、总经理、财务总监 陈仕郴,董事会秘书 杨广强,独立董事 沈熙文。",2026-05-15 21:31:59
301027,华蓝集团,华蓝集团与南宁威宁集团进行交流,人民财讯4月24日电，4月24日下午，华蓝集团执行总经理邓勇杰带队赴南宁威宁集团，与南宁威宁集团总经理苏庆威进行交流。会上，双方就楼宇数智化、科研合作、农贸市场数智化改造等方面进行了深入交流，并形成初步合作意向，为下一步双方建立长期、稳定的合作关系奠定了良好基础。,2026-04-24 21:44:00
301027,华蓝集团,华蓝集团：2025年亏损3512.57万元,中证智能财讯华蓝集团（301027）4月24日披露2025年年度报告。,2026-04-24 12:05:00
301027,华蓝集团,华蓝集团：2026年一季度亏损819.25万元,中证智能财讯华蓝集团（301027）4月24日披露2026年第一季度报告。,2026-04-24 10:21:53
301027,华蓝集团,华蓝集团：一季度净亏损819.25万元,南财智讯4月23日电，华蓝集团公告，公司2026年第一季度实现营业收入6835.37万元，同比下降28.20%；归属于上市公司股东的净利润为-819.25万元，上年同期为-911.15万元，亏损收窄10.09%；经营活动产生的现金流量净额为-3085.10万元，同比大幅改善62.82%,2026-04-23 19:30:00
301027,华蓝集团,华蓝集团：2025年净亏损3512.57万元,南财智讯4月23日电，华蓝集团公告，公司2025年实现营业收入72310.29万元，同比增长19.53%；归属于上市公司股东的净利润为-3512.57万元，同比减少154.61%；扣除非经常性损益后的净利润为-3703.02万元。,2026-04-23 19:27:00
301027,华蓝集团,华蓝集团(301027.SZ)：2026年一季报净利润为-819.25万元,2026年4月24日，华蓝集团(301027.SZ)发布2026年一季报。 　　公司营业总收入为6835.37万元，较去年同报告期营业总收入减少2684.87万元，同比较去年同期下降28.20%。归母净利润为-819.25万元。经营活动现金净流入为-3085.10万元。,2026-04-24 09:24:03
301027,华蓝集团,华蓝集团(301027.SZ)2025年净利润为-3512.57万元，同比亏损放大,2026年4月24日，华蓝集团(301027.SZ)发布2025年年报。 　　公司营业总收入为7.23亿元，在已披露的同业公司中排名第18。归母净利润为-3512.57万元，在已披露的同业公司中排名第23，较去年同报告期归母净利润减少2132.97万元。,2026-04-24 13:04:14
301027,华蓝集团,华蓝集团：关于公司股东部分股份质押的公告,证券日报网讯 4月10日，华蓝集团发布公告称，公司控股股东雷翔先生将其持有的146.99万股公司股份办理了质押，占其所持股份的11.95%，占公司总股本的1.00%。,2026-04-10 18:19:00
301027,华蓝集团,23只创业板股换手率超20%,5.52 -0.72 16.08 -139.57 301511 德福科技 67.50 12.01 16.05 8547.95 301099 雅创电子 56.55 5.52 15.89 3051.88 300540 蜀道装备 30.10 2.21 15.75 -77.97 301027 华蓝集团,2026-04-27 17:56:00
605118,力鼎光电,【调研快报】力鼎光电接待投资者网上提问调研,"力鼎光电5月15日公告称，5月15日接待投资者网上提问调研。接待人员包括董事长、总经理 吴富宝,董秘、财务总监 吴泓越,独立董事 陈嘉阳。",2026-05-16 00:06:56
605118,力鼎光电,力鼎光电：关于股东权益变动触及1%刻度的提示性公告,5月15日，力鼎光电发布公告称，公司收到控股股东及其一致行动人通知，其一致行动人连云港伊威达企业管理合伙企业（有限合伙）于2026年5月14日通过大宗交易减持公司股份554.39万股。,2026-05-15 22:39:00
605118,力鼎光电,力鼎光电发生55笔大宗交易 合计成交2.34亿元,据天眼查APP显示，厦门力鼎光电股份有限公司成立于2002年09月27日，注册资本41126.5万人民币。,2026-05-14 21:24:00
605118,力鼎光电,大宗交易：力鼎光电成交2.34亿元，折价10.91%（5-14）,2026年5月14日，力鼎光电发生55笔大宗交易，共成交554.39万股，成交金额2.34亿元，占其流通市值比例为1.21%。 55笔大宗交易成交均价42.22元，较该股当日收盘价47.39元折价10.91%。 其中，机构席位买入250.60万股，成交额1.06亿元。,2026-05-14 17:22:45
605118,力鼎光电,力鼎光电今日大宗交易折价成交554.39万股 成交额2.34亿元,5月14日，力鼎光电大宗交易成交554.39万股，成交额2.34亿元，占当日总成交额的41.4%，成交价42.22元，较市场收盘价47.39元折价10.91%。,2026-05-14 17:30:43
605118,力鼎光电,大宗交易：力鼎光电成交4770.51万元，折价10.39%（5-7）,2026年5月7日，力鼎光电发生16笔大宗交易，共成交109.95万股，成交金额4770.51万元，占其流通市值比例为0.24%。 16笔大宗交易成交均价43.39元，较该股当日收盘价48.42元折价10.39%。 其中，机构席位买入99.95万股，成交额4336.61万元。,2026-05-07 17:33:28
605118,力鼎光电,大宗交易：力鼎光电成交4292.45万元，折价9.79%（5-6）,2026年5月6日，力鼎光电发生11笔大宗交易，共成交98.70万股，成交金额4292.45万元，占其流通市值比例为0.22%。 11笔大宗交易成交均价43.49元，较该股当日收盘价48.21元折价9.79%。 其中，机构席位买入18.40万股，成交额800.21万元。,2026-05-06 17:22:47
605118,力鼎光电,力鼎光电：2026年一季度净利润7044.19万元 同比增长23.86%,中证智能财讯力鼎光电（605118）4月29日披露2026年第一季度报告。,2026-05-01 12:08:49
605118,力鼎光电,力鼎光电：董事及高管拟合计减持不超0.006%股份,"力鼎光电(605118.SH)公告称，董事张军光、陈亚聪及副总经理陈蓉计划通过集中竞价交易方式减持公司股份，其中张军光拟减持不超过8,500股(占公司总股本0.002%)，陈亚聪及陈蓉各拟减持不超过7,500股(各占0.002%)。",2026-04-30 18:14:16
605118,力鼎光电,力鼎光电盘中创历史新高,证券时报·数据宝统计显示，力鼎光电所属的计算机行业，目前整体跌幅为0.91%，行业内，目前股价上涨的有77只，涨幅居前的有信息发展、凯旺科技、力鼎光电等，涨幅分别为10.69%、10.15%、10.01%。,2026-04-27 10:10:00
600118,中国卫星,中国卫星(600118)龙虎榜数据(05-14),交易所2026年5月14日公布的交易公开信息显示，中国卫星因成为有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券上榜。中国卫星当日收报100.8元，涨跌幅-10.00%，偏离值-8.47%，换手率6.74%，成交额83.57亿。,2026-05-14 16:57:35
600118,中国卫星,商业航天概念持续下挫 中国卫星尾盘跌停,5月14日，商业航天概念持续下挫，中国卫星尾盘跌停，电科蓝天跌超10%，顺灏股份、信维通信、航天环宇、西部材料跌超7%。,2026-05-14 14:58:51
600118,中国卫星,中国卫星跌停，机构净卖出1.60亿元，沪股通净买入1.50亿元,中国卫星(600118)今日跌停，全天换手率6.74%，成交额83.57亿元，振幅10.92%。龙虎榜数据显示，机构净卖出1.60亿元，沪股通净买入1.50亿元，营业部席位合计净卖出539.38万元。,2026-05-14 17:31:00
600118,中国卫星,中国卫星营收增长38%，商业航天元年点火，低轨星座组网需求爆发！,消息面上，中国卫星公告称，2026年第一季度实现营业收入6.09亿元，同比增长37.89%；归属于上市公司股东的净利润亏损4269.02万元，上年同期亏损2410.95万元。,2026-05-11 13:38:30
600118,中国卫星,大宗交易：中国卫星成交310.59万元（5-6）,2026年5月6日，中国卫星发生1笔大宗交易，共成交2.90万股，成交金额310.59万元。 该笔大宗交易成交均价107.10元，较该股当日收盘价107.10元持平。 免责声明：本文基于AI生产，仅供参考，不构成任何投资建议，据此操作风险自担。,2026-05-06 17:22:34
600118,中国卫星,中国卫星涨超6%，小型卫星集中发射！航天产业进入任务兑现期,相关个股中，长盈通上涨8.96%，ST亚光上涨7.02%，中国卫星上涨6.84%，振芯科技，航天电子等个股跟涨。,2026-05-06 14:12:00
600118,中国卫星,中国卫星营收增长近38%！商业航天应用空间逐步打开,相关个股方面，中国卫星涨超4%，航宇科技、上海瀚讯涨超13%，航天电子涨超3%。 　　消息面上，中国卫星公告称，2026年第一季度实现营业收入6.09亿元，同比增长37.89%；归属于上市公司股东的净利润亏损4269.02万元，上年同期亏损2410.95万元。,2026-04-30 16:31:33
600118,中国卫星,中国卫星：公司的订单情况主要取决于客户的招投标进度及招标金额,证券日报网讯 4月28日，中国卫星在互动平台回答投资者提问时表示，公司的订单情况主要取决于客户的招投标进度及招标金额，公司将持续关注客户招标节奏、具体金额对新签订单的影响。,2026-04-28 17:26:00
600118,中国卫星,中国卫星成交额超100亿元,数据宝统计，截至14:52，中国卫星成交额100.35亿元，超100亿元。最新股价上涨3.82%，换手率8.40%。上一交易日该股全天成交额为98.14亿元。 　　据天眼查APP显示，中国东方红卫星股份有限公司成立于1997年08月21日，注册资本118248.9135万人民币。,2026-04-23 15:13:00
600118,中国卫星,中国卫星：公司二级市场股票价格受众多因素综合影响,证券日报网讯 4月24日，中国卫星在互动平台回答投资者提问时表示，公司二级市场股票价格受产业政策、经济形势、行业发展、投资者心理预期等众多因素综合影响，由市场多方共同决定。公司提醒广大投资者理性投资，注意投资风险。,2026-04-24 21:04:00
600082,ST海泰,ST海泰录得8天5板,ST海泰再度涨停，8个交易日内录得5个涨停，累计涨幅为30.19%，累计换手率为27.27%。截至9:36，该股今日成交量799.87万股，成交金额3277.48万元，换手率1.26%。最新A股总市值达26.75亿元，A股流通市值26.26亿元。,2026-05-13 09:54:00
600082,ST海泰,ST海泰：时任6名管理层人员的罚款属于针对个人的行政处罚，罚款由被处罚个人自行承担,ST海泰（600082.SH）5月13日在投资者互动平台表示，中国证券监督管理委员会天津监管局出具的《行政处罚决定书》（〔2026〕7号）中决定对公司时任6名管理层人员的罚款属于针对个人的行政处罚，罚款由被处罚个人自行承担。,2026-05-13 16:58:28
600082,ST海泰,ST海泰录得5天4板,ST海泰再度涨停，5个交易日内录得4个涨停，累计涨幅为21.70%，累计换手率为15.54%。截至9:42，该股今日成交量1190.38万股，成交金额4458.84万元，换手率1.88%。最新A股总市值达25.00亿元，A股流通市值24.55亿元。,2026-05-08 10:07:00
600082,ST海泰,ST海泰录得4天3板,ST海泰再度涨停，4个交易日内录得3个涨停，累计涨幅为16.04%，累计换手率为9.04%。截至9:32，该股今日成交量836.88万股，成交金额3038.98万元，换手率1.32%。最新A股总市值达23.84亿元，A股流通市值23.41亿元。,2026-05-07 09:49:00
600082,ST海泰,ST海泰：2026年一季度亏损1352.98万元,中证智能财讯 ST海泰（600082）4月29日披露2026年第一季度报告。,2026-05-01 13:02:09
600082,ST海泰,ST海泰：2025年亏损7298.33万元,中证智能财讯 ST海泰（600082）4月29日披露2025年年度报告。,2026-04-29 18:16:51
600082,ST海泰,ST海泰：一季度净亏损1352.98万元,南财智讯4月28日电，ST海泰公告，公司2026年第一季度实现营业收入936.10万元，同比增长20.25%；归属于上市公司股东的净利润为-1352.98万元，上年同期为-1371.20万元；经营活动产生的现金流量净额为1574.60万元，同比减少64.37%。,2026-04-28 21:24:00
600082,ST海泰,ST海泰(600082.SH)：2026年一季报净利润为-1352.98万元，同比亏损缩小,2026年4月29日，ST海泰(600082.SH)发布2026年一季报。 　　公司营业总收入为936.10万元，较去年同报告期营业总收入增加157.62万元，同比较去年同期上涨20.25%。,2026-04-29 13:12:18
600082,ST海泰,ST海泰(600082.SH)：2025年年报净利润为-7298.33万元，同比由盈转亏,2026年4月29日，ST海泰(600082.SH)发布2025年年报。 　　公司营业总收入为4.49亿元，在已披露的同业公司中排名第72，较去年同报告期营业总收入增加1.12亿元，同比较去年同期上涨33.06%。,2026-04-29 09:26:35
600082,ST海泰,ST海泰因“闭环贸易”财务造假被罚400万元，多名相关责任人领罚,2025年前三季度，ST海泰实现收入4.45亿元，归母净利润242万元。,2026-04-24 19:59:00
000078,ST海王,ST海王：连续3个交易日收盘价跌幅偏离值累超12%,南财智讯5月17日电，ST海王发布股票交易异常波动公告，公司股票于2026年5月13日至5月15日连续3个交易日收盘价格跌幅偏离值累计超过12%，属于股票交易异常波动。,2026-05-17 16:43:00
000078,ST海王,ST海王(000078)龙虎榜数据(05-15),交易所2026年5月15日公布的交易公开信息显示，ST海王因成为连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券上榜。ST海王当日收报2.11元，涨跌幅-4.95%，换手率0.08%，成交额462.28万。,2026-05-15 16:28:34
000078,ST海王,ST海王(000078)龙虎榜数据(05-12),交易所2026年5月12日公布的交易公开信息显示，ST海王因成为连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券上榜。ST海王当日收报2.46元，涨跌幅-5.02%，换手率0.09%，成交额609.12万。,2026-05-12 16:28:17
000078,ST海王,ST海王连续3个交易日收盘价格跌幅偏离值累计超12%,5月12日，ST海王（000078）发布公告，公司股票在2026年5月8日至12日连续3个交易日，收盘价格跌幅偏离值累计超过12%。 　　2026年一季度，ST海王实现收入59.45亿元，归母净利润1449万元。,2026-05-12 18:12:00
